name,description,accords.cítrico,accords.aromático,accords.fresco especiado,accords.amaderado,accords.lavanda,accords.fresco,calificationNumbers.ratingValue,calificationNumbers.bestRating,calificationNumbers.ratingCount,piramidFragrance.salida,piramidFragrance.corazon,piramidFragrance.base,piramidFragrance.ingredientes,accords.terrosos,accords.Floral amarillo,accords.dulce,accords.cálido especiado,accords.ozónico,accords.verde,accords.floral blanco,accords.almizclado,accords.atalcado,accords.nardos,accords.iris,accords.florales,accords.violeta,accords.rosas,accords.herbal,accords.especiado suave,accords.cuero,accords.ámbar,accords.afrutados,accords.pachulí,accords.avainillado,accords.almendrado,accords.anís,accords.nueces,accords.marino,accords.animálico,accords.salado,accords.balsámico,accords.acuático,accords.amielado,accords.oud,accords.ahumado,accords.cacao,accords.café,accords.metálico,accords.tabaco,accords.canela,accords.acerezado,accords.chocolate,accords.musgoso,accords.tropical,accords.lactónico,accords.alcanforados,accords.Whisky,accords.ron,accords.coco,accords.caramelo,accords.aldehídico,accords.jabonoso,accords.conífera,accords.mineral,accords.cera de abeja,accords.amargo,accords.champán,accords.alcohol,accords.vodka,accords.cannabis,accords.arena,accords.Vino,accords.coca-cola,accords.pegamento industrial,accords.cinta scotch,accords.arcilla,accords.asfalto,accords.vinyl,accords.Pear,accords.terpénico,accords.pelota de tenis,PerfumeURL,calificationText.MeEncanta,calificationText.MeGusta,calificationText.MeEsIndiferente,calificationText.NoMeGusta,calificationText.LaOdio,timeSeasons.Invierno,timeSeasons.Primavera,timeSeasons.Verano,timeSeasons.Otoño,timeDay.Dia,timeDay.Noche,longevity.escasa,longevity.débil,longevity.moderada,longevity.duradera,longevity.muy_duradera,sillage.suave,sillage.moderada,sillage.pesada,sillage.enorme,gender.femenino,gender.unisex_femenino,gender.unisex,gender.unisex_masculino,gender.masculino,price.extremadamente_costoso,price.ligeramente_costoso,price.precio_moderado,price.buen_precio,price.excelente_precio
Vesper Glitz Ex Nihilo para Hombres y Mujeres,"Vesper Glitz de Ex Nihilo es una fragancia de la familia olfativa Almizcle Floral Amaderado para Hombres y Mujeres. Esta fragrancia es nueva. Vesper Glitz se lanzó en 2023. La Nariz detrás de esta fragrancia es Nadège Le Garlantezec. Las Notas de Salida son neroli, mandarina y pimienta rosa; las Notas de Corazón son ylang-ylang, mimosa y jazmín; las Notas de Fondo son vainilla, almizcle, haba tonka y cedro.",75.19240795,,,57.69216137,,,3.97,5,356,"['neroli', 'mandarina', 'pimienta rosa']","['ylang-ylang', 'mimosa', 'jazmín']","['vainilla', 'almizcle', 'haba tonka', 'cedro']",,,100,85.36065042,,,,76.15409545,60.3365554,72.78868238,,,59.13469261,,,,45.7213713,,,,,77.83680198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Vesper-Glitz-79178.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vetiver Moloko Ex Nihilo para Hombres y Mujeres,"Vetiver Moloko de Ex Nihilo es una fragancia de la familia olfativa Amaderada para Hombres y Mujeres. Vetiver Moloko se lanzó en 2014. La Nariz detrás de esta fragrancia es Givaudan. Las Notas de Salida son bergamota y rosa de Bulgaria (rosa Damascena de Bulgaria); las Notas de Corazón son ciprés y leche; las Notas de Fondo son vetiver, flor de cuaba blanca (madera de amyris) y vainilla de Madagascar.",46.10549912,94.12531848,49.53787483,100,,,3.99,5,608,"['bergamota', 'rosa de Bulgaria (rosa Damascena de Bulgaria)']","['ciprés', 'leche']","['vetiver', 'flor de cuaba blanca (madera de amyris)', 'vainilla de Madagascar']",,55.14846149,,,,,,,,,,,,,,,,,,,,45.01653655,,,,,,,,,,,,,,,,,,,,,55.24763997,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Vetiver-Moloko-27564.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlas Fever Ex Nihilo para Hombres y Mujeres,"Atlas Fever de Ex Nihilo es una fragancia de la familia olfativa Oriental Vainilla para Hombres y Mujeres. Atlas Fever se lanzó en 2017. La Nariz detrás de esta fragrancia es Shyamala Maisondieu. Las Notas de Salida son incienso y bayas rojas; la Nota de Corazón es narciso; las Notas de Fondo son vainilla, haba tonka, sándalo, roble, madera de gaiac y cedro.",,45.96730645,,100,,,4.25,5,615,"['incienso', 'bayas rojas']",['narciso'],"['vainilla', 'haba tonka', 'sándalo', 'roble', 'madera de gaiac', 'cedro']",,,,50.6769463,51.16514988,,,,,52.84502911,,,,,,,,,59.86676731,,,74.52736683,,,,,,,51.54556826,,,,48.63808497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Atlas-Fever-57117.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midnight Special Ex Nihilo para Hombres y Mujeres,"Midnight Special de Ex Nihilo es una fragancia de la familia olfativa Oriental Amaderada para Hombres y Mujeres. Midnight Special se lanzó en 2017. La Nariz detrás de esta fragrancia es Olivier Pescheux. Las Notas de Salida son azafrán, canela y pimienta negra; las Notas de Corazón son rosa turca, rosa y toronja (pomelo); las Notas de Fondo son madera de oud, vainilla y pachulí.",62.55953714,,63.8498818,,,,4.18,5,311,"['azafrán', 'canela', 'pimienta negra']","['rosa turca', 'rosa', 'toronja (pomelo)']","['madera de oud', 'vainilla', 'pachulí']",,,,,100,,,,,,,,,,75.25786985,,,47.80396914,,,49.44967027,65.15895235,,,,,,,,,,75.25786985,,,,52.2550703,,50.19783501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Midnight-Special-45957.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizen X Ex Nihilo para Hombres y Mujeres,"Citizen X de Ex Nihilo es una fragancia de la familia olfativa Aromática para Hombres y Mujeres. Citizen X se lanzó en 2017. La Nariz detrás de esta fragrancia es Yann Vasnier. Las Notas de Salida son resina almáciga del lentisco y pimienta blanca; la Nota de Corazón es iris; las Notas de Fondo son incienso de olíbano (franquincienso), almizcle y Amberwood.",,59.78022537,79.78461323,83.34488592,,,3.62,5,273,"['resina almáciga del lentisco', 'pimienta blanca']",['iris'],"['incienso de olíbano (franquincienso)', 'almizcle', 'Amberwood']",,,,,63.55149696,,,,66.81040623,68.68090708,,63.7932109,,,,,,,100,,,,,,,,,,65.82663496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.89638288,,https://www.fragrantica.es/perfume/Ex-Nihilo/Citizen-X-44552.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Affair Ex Nihilo para Hombres y Mujeres,"French Affair de Ex Nihilo es una fragancia de la familia olfativa Chipre para Hombres y Mujeres. French Affair se lanzó en 2017. La Nariz detrás de esta fragrancia es Quentin Bisch. Las Notas de Salida son hojas de violeta, lichi y bergamota; las Notas de Corazón son aceite de rosas, cedro del Atlas y angélica; las Notas de Fondo son musgo de roble, vetiver y pachulí.",,60.23080995,,100,,,3.9,5,409,"['hojas de violeta', 'lichi', 'bergamota']","['aceite de rosas', 'cedro del Atlas', 'angélica']","['musgo de roble', 'vetiver', 'pachulí']",,84.90966275,,,,49.6574596,,,50.94441503,48.34521845,,,,,59.7765391,,,,,,50.6919939,,,,,,,,,48.21922586,,,,,,,,,,,67.85139974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/French-Affair-47569.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hedonist Ex Nihilo para Hombres y Mujeres,"The Hedonist de Ex Nihilo es una fragancia de la familia olfativa Amaderada Aromática para Hombres y Mujeres. The Hedonist se lanzó en 2021. La Nariz detrás de esta fragrancia es Jordi Fernández. Las Notas de Salida son bergamota y jengibre; las Notas de Corazón son Akigalawood y cedro; las Notas de Fondo son vetiver, haba tonka y almizcle.",71.50344881,63.40389456,47.63785617,100,,,4.1,5,836,"['bergamota', 'jengibre']","['Akigalawood', 'cedro']","['vetiver', 'haba tonka', 'almizcle']",,,,,75.91787231,,,,,,,,,,,,,,,,,,,,,,,,,,,63.34471727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/The-Hedonist-69225.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devil Tender Ex Nihilo para Mujeres,"Devil Tender de Ex Nihilo es una fragancia de la familia olfativa Floral para Mujeres. Devil Tender se lanzó en 2016. La Nariz detrás de esta fragrancia es Nadege Le Garlantezec. Las Notas de Salida son pimienta rosa, durazno (melocotón), toronja (pomelo) rosada y bergamota; las Notas de Corazón son agua de rosas, rosa de Bulgaria (rosa Damascena de Bulgaria), pétalos de rosa y té; las Notas de Fondo son gamuza, heliotropo, vainilla, sándalo y extracto de cedro blanco.",73.51573083,,,73.62334282,,,3.79,5,620,"['pimienta rosa', 'durazno (melocotón)', 'toronja (pomelo) rosada', 'bergamota']","['agua de rosas', 'rosa de Bulgaria (rosa Damascena de Bulgaria)', 'pétalos de rosa', 'té']","['gamuza', 'heliotropo', 'vainilla', 'sándalo', 'extracto de cedro blanco']",,,,52.88779129,,,,,60.00456628,96.15739966,,,61.40298939,,100,,57.79106227,56.89926787,,,,76.5746815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Devil-Tender-41266.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explicite Ex Nihilo para Hombres y Mujeres,"Explicite de Ex Nihilo es una fragancia de la familia olfativa Oriental Floral para Hombres y Mujeres. Explicite se lanzó en 2020. La Nariz detrás de esta fragrancia es Jórdi Fernandez. Las Notas de Salida son nuez moscada y pimienta rosa; las Notas de Corazón son praliné, peonía, azucena y petalia; las Notas de Fondo son sándalo, ámbar y vainilla.",,,71.21050045,71.79072815,,78.9879597,3.87,5,534,"['nuez moscada', 'pimienta rosa']","['praliné', 'peonía', 'azucena', 'petalia']","['sándalo', 'ámbar', 'vainilla']",,,,95.54508969,,,,,,69.42566959,,,100,,65.66737653,,70.60103203,,68.36612335,,,61.34318945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Explicite-59488.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honoré Delights Ex Nihilo para Mujeres,"Honoré Delights de Ex Nihilo es una fragancia de la familia olfativa Floral Frutal Gourmand para Mujeres. Honoré Delights se lanzó en 2020. La Nariz detrás de esta fragrancia es Natalie Gracia-Cetto. Las Notas de Salida son neroli y bergamota; las Notas de Corazón son almizcle ambreta, iris y flor de azahar del naranjo; las Notas de Fondo son almizcle, sándalo y cedro.",69.75955667,49.38618832,,78.35549773,,,4.1,5,546,"['neroli', 'bergamota']","['almizcle ambreta', 'iris', 'flor de azahar del naranjo']","['almizcle', 'sándalo', 'cedro']",,,,,,,,64.53583637,100,86.59187844,,60.76281536,61.15459438,45.38119289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Honore-Delights-64803.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Shot Ex Nihilo para Hombres y Mujeres,Love Shot de Ex Nihilo es una fragancia de la familia olfativa Chipre Frutal para Hombres y Mujeres. Love Shot se lanzó en 2016. La Nariz detrás de esta fragrancia es Natalie Gracia-Cetto. La Nota de Salida es frambuesa; la Nota de Corazón es cuero; la Nota de Fondo es almizcle.,,,,,,,3.67,5,404,['frambuesa'],['cuero'],['almizcle'],,,,84.92309348,,,,,89.23093482,59.61528802,,,,,44.00021527,,,97.84625872,,100,,,,,,,72.80789515,,,,,,50.35380586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Love-Shot-35810.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lust in Paradise Ex Nihilo para Mujeres,"Lust in Paradise de Ex Nihilo es una fragancia de la familia olfativa Almizcle Floral Amaderado para Mujeres. Lust in Paradise se lanzó en 2019. La Nariz detrás de esta fragrancia es Louise Turner. La Nota de Salida es pimienta rosa; las Notas de Corazón son peonía, lichi y petalia; las Notas de Fondo son almizcle, extracto de cedro blanco y ámbar.",,,,,,100,4,5,1697,['pimienta rosa'],"['peonía', 'lichi', 'petalia']","['almizcle', 'extracto de cedro blanco', 'ámbar']",,,,,,,,,63.13213178,47.13373125,,,99.87267638,,68.24726432,,46.09909884,,,60.06510036,,,,,,,,,,,,,,,,,,,,,,51.84060897,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Lust-in-Paradise-53588.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Morphine Ex Nihilo para Mujeres,"Sweet Morphine de Ex Nihilo es una fragancia de la familia olfativa Floral para Mujeres. Sweet Morphine se lanzó en 2015. La Nariz detrás de esta fragrancia es Natalie Gracia-Cetto. Las Notas de Salida son lila y bergamota; las Notas de Corazón son absoluto de mimosa, iris y rosa; las Notas de Fondo son heliotropo, vainilla Bourbon, raíz de lirio, vetiver y pachulí.",,,,52.91931513,,49.88738286,3.92,5,1276,"['lila', 'bergamota']","['absoluto de mimosa', 'iris', 'rosa']","['heliotropo', 'vainilla Bourbon', 'raíz de lirio', 'vetiver', 'pachulí']",,57.31377032,54.5324473,45.51139361,,,48.99750019,,,100,,71.72204356,98.18725975,,,,,,,,,66.70590157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Sweet-Morphine-33574.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viper Green Ex Nihilo para Hombres y Mujeres,Viper Green de Ex Nihilo es una fragancia de la familia olfativa Amaderada Aromática para Hombres y Mujeres. Viper Green se lanzó en 2017. La Nota de Salida es mandarina; la Nota de Corazón es gálbano; la Nota de Fondo es vetiver.,62.72724811,79.45459777,,48.77274343,,,3.84,5,497,['mandarina'],['gálbano'],['vetiver'],,46.09088909,,,,,100,,,,,,,,,,,,,,,,,,,,,,48.40901782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Viper-Green-42906.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleur Narcotique Extrait de Parfum Ex Nihilo para Hombres y Mujeres,"Fleur Narcotique Extrait de Parfum de Ex Nihilo es una fragancia de la familia olfativa Almizcle Floral Amaderado para Hombres y Mujeres. Esta fragrancia es nueva. Fleur Narcotique Extrait de Parfum se lanzó en 2022. La Nariz detrás de esta fragrancia es Quentin Bisch. Las Notas de Salida son lichi, osmanto (olivo oloroso) y bergamota; las Notas de Corazón son peonía, fresia, flor de azahar del naranjo y jazmín; las Notas de Fondo son almizcle, sándalo y musgo.",52.23315034,,,46.39709904,,69.84624111,4.21,5,356,"['lichi', 'osmanto (olivo oloroso)', 'bergamota']","['peonía', 'fresia', 'flor de azahar del naranjo', 'jazmín']","['almizcle', 'sándalo', 'musgo']",,,,,,,,58.4864676,49.45409517,47.64747888,,,100,,,,,,,70.57583615,,,,,,,,,,,,,,,,,,,,,,50.00997711,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Fleur-Narcotique-Extrait-de-Parfum-75061.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel's Dust Francesca Bianchi para Hombres y Mujeres,Angel's Dust de Francesca Bianchi es una fragancia de la familia olfativa Almizcle Floral Amaderado para Hombres y Mujeres. Angel's Dust se lanzó en 2016. La Nariz detrás de esta fragrancia es Francesca Bianchi.,,,,51.76011219,,,4.04,5,1214,,,,"['iris', 'mimosa', 'benjuí', 'bálsamo de Tolú', 'vainilla', 'almizcle', 'sándalo', 'rosa', 'pimienta negra']",,53.45087579,50.47125141,60.90070668,,,,,100,,63.95693898,48.03866142,46.97846949,,,,,72.06505898,,,54.26199577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/Angel-s-Dust-40882.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encounters Francesca Bianchi para Hombres y Mujeres,"Encounters de Francesca Bianchi es una fragancia de la familia olfativa Amaderada Especiada para Hombres y Mujeres. Esta fragrancia es nueva. Encounters se lanzó en 2023. La Nariz detrás de esta fragrancia es Francesca Bianchi. Las Notas de Salida son naranja, bergamota, cilantro, lavanda y casis (grosellero negro); las Notas de Corazón son Manteca de iris, rosa, angélica y canela; las Notas de Fondo son madera de oud, benjuí, bálsamo del Perú, ámbar gris, sándalo, castóreo y cedro.",67.30801075,57.47277313,49.94599208,80.12311004,,,4.01,5,281,"['naranja', 'bergamota', 'cilantro', 'lavanda', 'casis (grosellero negro)']","['Manteca de iris', 'rosa', 'angélica', 'canela']","['madera de oud', 'benjuí', 'bálsamo del Perú', 'ámbar gris', 'sándalo', 'castóreo', 'cedro']",,,,,53.73546308,,,,50.06636351,50.53135389,,,,,,,,,100,,,,,,,,,,65.10343027,,,57.55926223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/Encounters-85936.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etruscan Water Francesca Bianchi para Hombres y Mujeres,Etruscan Water de Francesca Bianchi es una fragancia de la familia olfativa Chipre para Hombres y Mujeres. Etruscan Water se lanzó en 2019. La Nariz detrás de esta fragrancia es Francesca Bianchi.,100,91.91198158,89.92373891,81.05583726,,,4.12,5,1113,,,,"['musgo de roble', 'ámbar gris', 'raíz de lirio', 'bergamota', 'siempreviva', 'petit grain', 'vetiver', 'albahaca', 'almizcle', 'ládano', 'alcaravea', 'toronja (pomelo)', 'jazmín', 'naranja tangerina']",93.84648795,,,,,,,,62.60873518,,62.11167451,,,,68.6880063,,,82.93660734,,,,,,,,,,,,,,,,,,,,,,82.93660734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/Etruscan-Water-54516.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost In Heaven Francesca Bianchi para Hombres y Mujeres,Lost In Heaven de Francesca Bianchi es una fragancia de la familia olfativa para Hombres y Mujeres. Lost In Heaven se lanzó en 2019. La Nariz detrás de esta fragrancia es Francesca Bianchi.,77.31845751,,,100,,,3.97,5,747,,,,"['comino', 'cera de abeja', 'castóreo', 'flor de azahar del naranjo', 'ylang-ylang', 'opopónaco', 'raíz de lirio', 'ámbar gris', 'naranja tangerina', 'canela', 'mimosa', 'almizcle', 'ládano', 'heliotropo', 'jazmín', 'pachulí', 'haba tonka', 'sándalo', 'cilantro', 'toronja (pomelo)', 'vetiver', 'magnolia']",,74.95798787,86.47365199,,,,73.1654332,69.4961883,83.31077848,,,,,,,,,98.4886762,,,,,,,,88.11819042,,63.23899616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/Lost-In-Heaven-57018.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxe Calme Volupte Francesca Bianchi para Hombres y Mujeres,"Luxe Calme Volupte de Francesca Bianchi es una fragancia de la familia olfativa Floral Frutal para Hombres y Mujeres. Luxe Calme Volupte se lanzó en 2021. La Nariz detrás de esta fragrancia es Francesca Bianchi. Las Notas de Salida son naranja amarga y naranja tangerina; las Notas de Corazón son gálbano, frutas tropicales, ylang-ylang y jacinto; las Notas de Fondo son iris, benjuí, opopónaco, vetiver y sándalo.",70.48945851,73.52615032,,90.95460983,,,3.71,5,491,"['naranja amarga', 'naranja tangerina']","['gálbano', 'frutas tropicales', 'ylang-ylang', 'jacinto']","['iris', 'benjuí', 'opopónaco', 'vetiver', 'sándalo']",,,,72.43564118,,,100,,,,,74.38252694,,,,,,,86.03642061,69.89252604,,,,,,,,,73.13663255,,,,,,,,,,,,,73.34475035,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/Luxe-Calme-Volupte-67918.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sex and the Sea Francesca Bianchi para Hombres y Mujeres,Sex and the Sea de Francesca Bianchi es una fragancia de la familia olfativa Oriental Floral para Hombres y Mujeres. Sex and the Sea se lanzó en 2016. La Nariz detrás de esta fragrancia es Francesca Bianchi.,,,,,,,3.66,5,1206,,,,"['ámbar gris', 'coco', 'piña', 'mimosa', 'siempreviva', 'algalia (civet)', 'iris', 'vainilla', 'benjuí', 'mirra', 'sándalo', 'ládano', 'rosa']",,,95.93776152,56.34285968,,,,,70.13197165,,,,,,,,,100,58.74982411,,59.80581949,,,,,65.7027009,,53.12147761,,,,,,,,,,,,,55.98515874,,,,,63.37608958,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/Sex-and-the-Sea-40883.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sex And The Sea Neroli Francesca Bianchi para Hombres y Mujeres,Sex And The Sea Neroli de Francesca Bianchi es una fragancia de la familia olfativa Floral para Hombres y Mujeres. Sex And The Sea Neroli se lanzó en 2019. La Nariz detrás de esta fragrancia es Francesca Bianchi.,70.81945698,,,59.21754664,,,3.9,5,779,,,,"['neroli', 'coco', 'ámbar gris', 'algalia (civet)', 'miel', 'mimosa', 'vainilla', 'siempreviva', 'petit grain', 'iris', 'benjuí', 'sándalo', 'ládano', 'rosa', 'bergamota', 'vetiver']",,,80.92591074,,,,,60.64601391,78.02878262,,,60.3946445,,,,,,100,,,65.7952588,,,,,77.09093229,,,,,,,,,,,,,,,,,,,,70.526618,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/Sex-And-The-Sea-Neroli-54515.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sticky Fingers Francesca Bianchi para Hombres y Mujeres,Sticky Fingers de Francesca Bianchi es una fragancia de la familia olfativa Cuero para Hombres y Mujeres. Sticky Fingers se lanzó en 2020. La Nariz detrás de esta fragrancia es Francesca Bianchi.,,,,100,,,4.14,5,1054,,,,"['pachulí', 'tabaco', 'raíz de lirio', 'cuero', 'haba tonka', 'castóreo', 'canela', 'sándalo', 'heliotropo', 'almizcle', 'cilantro']",65.97053886,,60.88805295,85.08846252,,,,,77.70067764,,64.38014713,,,,,,82.44601281,,,85.5474305,57.46363501,,,,,,,,,,,,,,,68.28998831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/Sticky-Fingers-61631.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Black Knight Francesca Bianchi para Hombres y Mujeres,The Black Knight de Francesca Bianchi es una fragancia de la familia olfativa para Hombres y Mujeres. The Black Knight se lanzó en 2019. La Nariz detrás de esta fragrancia es Francesca Bianchi.,,71.05496058,,91.58275375,,,4.14,5,999,,,,"['cuero', 'raíz de lirio', 'miel', 'cera de abeja', 'vetiver', 'musgo de roble', 'pachulí', 'alcaravea', 'abrótano', 'narciso', 'cedro', 'rosa de Bulgaria (rosa Damascena de Bulgaria)']",92.40939729,,,,,,,,60.79106399,,75.04237364,,,,,,100,,,,,,,,,82.92834028,,,,89.78053316,,,,,,,,,,57.46821977,,,,,,,,,,,,58.11839588,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/The-Black-Knight-57019.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lover's Tale Francesca Bianchi para Hombres y Mujeres,"The Lover's Tale de Francesca Bianchi es una fragancia de la familia olfativa Cuero para Hombres y Mujeres. The Lover's Tale se lanzó en 2018. La Nariz detrás de esta fragrancia es Francesca Bianchi. Las Notas de Salida son miel, mimosa, aldehídos y bergamota; las Notas de Corazón son raíz de lirio, durazno (melocotón), heliotropo, jazmín egipcio y rosa de Bulgaria (rosa Damascena de Bulgaria); las Notas de Fondo son cuero, castóreo, almizcle, ládano, musgo de roble, sándalo y vetiver.",,,,68.02995444,,,4.03,5,1096,"['miel', 'mimosa', 'aldehídos', 'bergamota']","['raíz de lirio', 'durazno (melocotón)', 'heliotropo', 'jazmín egipcio', 'rosa de Bulgaria (rosa Damascena de Bulgaria)']","['cuero', 'castóreo', 'almizcle', 'ládano', 'musgo de roble', 'sándalo', 'vetiver']",,50.46871476,,50.46871476,,,,,64.24685343,77.38485136,,54.11693057,51.23065819,,,,,100,,,,,,,,,63.23273334,,,,,,66.9761357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/The-Lover-s-Tale-51499.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyger Tyger Francesca Bianchi para Hombres y Mujeres,Tyger Tyger de Francesca Bianchi es una fragancia de la familia olfativa Oriental Amaderada para Hombres y Mujeres. Tyger Tyger se lanzó en 2020. La Nariz detrás de esta fragrancia es Francesca Bianchi.,,,,75.4902263,,,4.11,5,1008,,,,"['miel', 'durazno (melocotón)', 'flores blancas', 'cuero', 'heliotropo', 'sándalo', 'musgo de roble', 'pachulí', 'madera de oud']",55.26818742,,84.91867339,,,,85.3927613,,86.08517081,,,60.90202727,,,,,76.09759193,,76.47711612,,,,,,,71.12696743,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/Tyger-Tyger-64029.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Under My Skin Francesca Bianchi para Hombres y Mujeres,"Under My Skin de Francesca Bianchi es una fragancia de la familia olfativa Oriental Amaderada para Hombres y Mujeres. Under My Skin se lanzó en 2017. La Nariz detrás de esta fragrancia es Francesca Bianchi. Las Notas de Salida son notas especiadas, pimienta negra, lavanda y toronja (pomelo); las Notas de Corazón son raíz de lirio, clavel y rosa de Bulgaria (rosa Damascena de Bulgaria); las Notas de Fondo son cuero, castóreo, bálsamo del Perú, ámbar gris, bálsamo de Tolú, almizcle, sándalo, vainilla, musgo de roble, caña agria (cañuela santa) y haba tonka.",,,,75.16949079,,,4.14,5,1273,"['notas especiadas', 'pimienta negra', 'lavanda', 'toronja (pomelo)']","['raíz de lirio', 'clavel', 'rosa de Bulgaria (rosa Damascena de Bulgaria)']","['cuero', 'castóreo', 'bálsamo del Perú', 'ámbar gris', 'bálsamo de Tolú', 'almizcle', 'sándalo', 'vainilla', 'musgo de roble', 'caña agria (cañuela santa)', 'haba tonka']",,,,,85.95388949,,,,57.46912243,83.7248104,,65.31943662,,,,,,88.75631636,100,,,,,,,,71.94478873,,74.30067172,,,,60.57490791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Francesca-Bianchi/Under-My-Skin-46650.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
